state,crop_type,planted_area,production,Year
W.P. Kuala Lumpur,fruits,0,0,2019
W.P. Kuala Lumpur,fruits,0,0,2020
W.P. Kuala Lumpur,fruits,0,0,2021
W.P. Kuala Lumpur,fruits,0,0,2022
W.P. Kuala Lumpur,herbs,0,0,2017
W.P. Kuala Lumpur,herbs,0,0,2018
W.P. Kuala Lumpur,herbs,0,0,2019
W.P. Kuala Lumpur,herbs,0,0,2020
W.P. Kuala Lumpur,herbs,0,0,2021
W.P. Kuala Lumpur,herbs,0,0,2022
W.P. Kuala Lumpur,industrial_crops,0,0,2017
W.P. Kuala Lumpur,industrial_crops,0,0,2018
W.P. Kuala Lumpur,industrial_crops,0,0,2019
W.P. Kuala Lumpur,industrial_crops,0,0,2020
W.P. Kuala Lumpur,industrial_crops,0,0,2021
W.P. Kuala Lumpur,industrial_crops,0,0,2022
W.P. Kuala Lumpur,paddy,0,0,2017
W.P. Kuala Lumpur,paddy,0,0,2018
W.P. Kuala Lumpur,paddy,0,0,2019
W.P. Kuala Lumpur,paddy,0,0,2020
W.P. Kuala Lumpur,paddy,0,0,2021
W.P. Kuala Lumpur,paddy,0,0,2022
W.P. Kuala Lumpur,spices,0,0,2017
W.P. Kuala Lumpur,spices,0,0,2018
W.P. Kuala Lumpur,spices,0,0,2019
W.P. Kuala Lumpur,spices,0,0,2020
W.P. Kuala Lumpur,spices,0,0,2021
W.P. Kuala Lumpur,spices,0,0,2022
W.P. Kuala Lumpur,vegetables,0,0,2017
W.P. Kuala Lumpur,vegetables,0,0,2018
W.P. Kuala Lumpur,vegetables,0,0,2019
W.P. Kuala Lumpur,vegetables,0,0,2020
W.P. Kuala Lumpur,vegetables,0,0,2021
W.P. Kuala Lumpur,vegetables,0,0,2022
W.P. Labuan,cash_crops,4.3,35.4,2017
W.P. Labuan,cash_crops,3.5,31.2,2018
W.P. Labuan,cash_crops,3.4,31.2,2019
W.P. Labuan,cash_crops,1.2,8.4,2020
W.P. Labuan,cash_crops,0,0,2021
W.P. Labuan,cash_crops,0,0,2022
W.P. Labuan,coconut,152.5,630.1,2017
W.P. Labuan,coconut,158.4,516.8,2018
W.P. Labuan,coconut,129.3,487.2,2019
W.P. Labuan,coconut,90.9,408.9,2020
W.P. Labuan,coconut,91.4,436.5,2021
W.P. Labuan,coconut,71.3,405.1,2022
W.P. Labuan,flower,8,111813,2017
W.P. Labuan,flower,8.1,113826,2018
W.P. Labuan,flower,8.3,115989,2019
W.P. Labuan,flower,8.1,88383,2020
W.P. Labuan,flower,8.4,93395,2021
W.P. Labuan,flower,8.4,94235,2022
W.P. Labuan,fruits,175.6,343.9,2017
W.P. Labuan,fruits,168.9,404,2018
W.P. Labuan,fruits,139.1,394.7,2019
W.P. Labuan,fruits,73.6,372.5,2020
W.P. Labuan,fruits,74.9,336.5,2021
W.P. Labuan,fruits,187.8,451.8,2022
W.P. Labuan,herbs,0,0,2017
W.P. Labuan,herbs,0,0,2018
W.P. Labuan,herbs,0,0,2019
W.P. Labuan,herbs,0,0,2020
W.P. Labuan,herbs,0,0,2021
W.P. Labuan,herbs,0,0,2022
W.P. Labuan,industrial_crops,152.5,630.1,2017
W.P. Labuan,industrial_crops,158.6,519.2,2018
W.P. Labuan,industrial_crops,129.5,488.4,2019
W.P. Labuan,industrial_crops,91.5,411.3,2020
W.P. Labuan,industrial_crops,91.4,436.5,2021
W.P. Labuan,industrial_crops,72.2,408.4,2022
W.P. Labuan,paddy,0,0,2017
W.P. Labuan,paddy,0,0,2018
W.P. Labuan,paddy,0,0,2019
W.P. Labuan,paddy,0,0,2020
W.P. Labuan,paddy,0,0,2021
W.P. Labuan,paddy,0,0,2022
W.P. Labuan,spices,3.9,5.8,2017
W.P. Labuan,spices,1.4,8.2,2018
W.P. Labuan,spices,1.4,11.3,2019
W.P. Labuan,spices,0.5,8.4,2020
W.P. Labuan,spices,0,0,2021
W.P. Labuan,spices,0,0,2022
W.P. Labuan,vegetables,77.8,316.2,2017
W.P. Labuan,vegetables,72.5,333.4,2018
W.P. Labuan,vegetables,57.1,334,2019
W.P. Labuan,vegetables,26.9,358.9,2020
W.P. Labuan,vegetables,65.1,462.2,2021
W.P. Labuan,vegetables,73.4,340.8,2022
